ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,,taxonomy
4330849,Bacteria,P:SR1,P:SR1,P:SR1,P:SR1,P:SR1,P:SR1,,Bacteria; P:SR1; P:SR1; P:SR1; P:SR1; P:SR1; P:SR1
545772,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4475231,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
155329,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
71799,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
295103,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
851923,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
760967,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
403822,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
1077373,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
71907,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
712179,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4329957,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4359222,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
610111,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
594026,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
60257,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4304901,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4480777,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
243956,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4435186,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
1066814,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
851634,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4307006,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
92629,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
127545,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
55854,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4382476,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
73324,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
1057169,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4430843,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
2199223,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella nigrescens,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella nigrescens
374568,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
851668,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
246785,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
1004910,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4321398,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
663885,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
134265,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
74407,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
68416,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
2037235,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella copri,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella copri
289257,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella copri,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella copri
184464,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella copri,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella copri
4410166,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella copri,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella copri
4436552,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella copri,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella copri
186974,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella copri,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella copri
178387,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella copri,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella copri
925131,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella copri,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella copri
535359,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella melaninogenica,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella melaninogenica
4428060,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella melaninogenica,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella melaninogenica
4385687,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella melaninogenica,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella melaninogenica
4469722,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella melaninogenica,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella melaninogenica
525942,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella melaninogenica,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella melaninogenica
4479603,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella melaninogenica,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella melaninogenica
4454385,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
70671,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
239506,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
414705,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
1126155,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4397200,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
300859,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
269937,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella stercorea,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella stercorea
299770,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella stercorea,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella stercorea
520657,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella stercorea,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella stercorea
528865,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4330423,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Prevotellaceae,Prevotella,Prevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Prevotellaceae; Prevotella; Prevotella
4369901,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],CF231,CF231,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; CF231; CF231
547660,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],F:[Paraprevotellaceae],F:[Paraprevotellaceae],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; F:[Paraprevotellaceae]; F:[Paraprevotellaceae]
750071,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],F:[Paraprevotellaceae],F:[Paraprevotellaceae],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; F:[Paraprevotellaceae]; F:[Paraprevotellaceae]
4319785,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],F:[Paraprevotellaceae],F:[Paraprevotellaceae],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; F:[Paraprevotellaceae]; F:[Paraprevotellaceae]
4465204,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella] tannerae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella] tannerae
4430581,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
886640,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
4459265,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
1008348,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
398192,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
4324196,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
4307094,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
3910247,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
3862524,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],[Prevotella],[Prevotella],,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; [Prevotella]; [Prevotella]
165118,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],Paraprevotella,Paraprevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; Paraprevotella; Paraprevotella
1105591,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Paraprevotellaceae],Paraprevotella,Paraprevotella,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Paraprevotellaceae]; Paraprevotella; Paraprevotella
1652947,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:S24-7,F:S24-7,F:S24-7,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:S24-7; F:S24-7; F:S24-7
396239,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:S24-7,F:S24-7,F:S24-7,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:S24-7; F:S24-7; F:S24-7
1115121,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:S24-7,F:S24-7,F:S24-7,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:S24-7; F:S24-7; F:S24-7
177679,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:S24-7,F:S24-7,F:S24-7,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:S24-7; F:S24-7; F:S24-7
4358599,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:S24-7,F:S24-7,F:S24-7,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:S24-7; F:S24-7; F:S24-7
4308149,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:S24-7,F:S24-7,F:S24-7,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:S24-7; F:S24-7; F:S24-7
4127460,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
357046,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
3028318,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
4453609,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
171772,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
523051,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
512253,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
2617854,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
4331760,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
216599,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
214031,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
4336943,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:Rikenellaceae,F:Rikenellaceae,F:Rikenellaceae,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:Rikenellaceae; F:Rikenellaceae; F:Rikenellaceae
4476877,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Odoribacteraceae],Odoribacter,Odoribacter,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Odoribacteraceae]; Odoribacter; Odoribacter
4454586,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Odoribacteraceae],Odoribacter,Odoribacter,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Odoribacteraceae]; Odoribacter; Odoribacter
4420669,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Odoribacteraceae],Butyricimonas,Butyricimonas,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Odoribacteraceae]; Butyricimonas; Butyricimonas
360730,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Odoribacteraceae],Butyricimonas,Butyricimonas,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Odoribacteraceae]; Butyricimonas; Butyricimonas
208479,Bacteria,P:Bacteroidetes,C:Bacteroidia,O:Bacteroidales,F:[Odoribacteraceae],Butyricimonas,Butyricimonas,,Bacteria; P:Bacteroidetes; C:Bacteroidia; O:Bacteroidales; F:[Odoribacteraceae]; Butyricimonas; Butyricimonas
